gene_id,novel_isoform_count,gene_name
7:112189000,1,NA
7:112201000,1,NA
7:141212000,1,NA
7:34841000,1,NA
7:34338000,1,NA
7:34746000,1,NA
7:34817000,1,NA
7:34818000,1,NA
7:34820000,1,NA
7:34821000,1,NA
7:34842000,1,NA
7:36472000,1,NA
7:34905000,1,NA
7:34906000,1,NA
7:34911000,1,NA
7:34917000,1,NA
7:35338000,1,NA
7:35471000,1,NA
7:3644000,1,NA
7:3415000,1,NA
7:33936000,1,NA
7:25161000,1,NA
7:37659000,1,NA
7:39304000,1,NA
7:41022000,1,NA
7:41299000,1,NA
7:4149000,1,NA
7:4150000,1,NA
7:4428000,1,NA
7:37689000,1,NA
7:44292000,1,NA
7:44526000,1,NA
7:4458000,1,NA
7:44640000,1,NA
7:44677000,1,NA
7:44742000,1,NA
7:44774000,1,NA
7:37896000,1,NA
7:25328000,1,NA
7:138437000,1,NA
7:39218000,1,NA
7:142587000,1,NA
7:140984000,1,NA
7:138492000,1,NA
7:139159000,1,NA
7:139558000,1,NA
7:140353000,1,NA
7:140526000,1,NA
7:140789000,1,NA
7:140942000,1,NA
7:140988000,1,NA
7:142204000,1,NA
7:141009000,1,NA
7:141040000,1,NA
7:141051000,1,NA
7:141052000,1,NA
7:141122000,1,NA
7:16228000,1,NA
7:143242000,1,NA
7:15681000,1,NA
7:16009000,1,NA
7:143401000,1,NA
7:143977000,1,NA
7:144132000,1,NA
7:144807000,1,NA
7:144863000,1,NA
7:15651000,1,NA
7:15680000,1,NA
7:15704000,1,NA
7:143188000,1,NA
7:15851000,1,NA
7:15946000,1,NA
7:15981000,1,NA
7:15990000,1,NA
7:16005000,1,NA
7:16006000,1,NA
7:39241000,1,NA
7:43900000,1,NA
7:112441000,1,NA
7:105402000,1,NA
7:105755000,1,NA
7:106102000,1,NA
7:109123000,1,NA
7:110467000,1,NA
7:109492000,1,NA
7:109572000,1,NA
7:109655000,1,NA
7:109880000,1,NA
7:109881000,1,NA
7:110412000,1,NA
7:110449000,1,NA
7:136413000,1,NA
7:136795000,1,NA
7:136977000,1,NA
7:30007000,1,NA
7:105531000,1,NA
7:105394000,1,NA
7:28966000,1,NA
7:105283000,1,NA
7:113169000,1,NA
7:113528000,1,NA
7:111709000,1,NA
7:113640000,1,NA
7:113716000,1,NA
7:113800000,1,NA
7:113953000,1,NA
7:114136000,1,NA
7:115070000,1,NA
7:115102000,1,NA
7:111710000,1,NA
7:110669000,1,NA
7:105129000,1,NA
7:107191000,1,NA
7:105207000,1,NA
7:28921000,1,NA
7:28996000,1,NA
7:25162000,1,NA
7:25420000,1,NA
7:26849000,1,NA
7:26980000,1,NA
7:27004000,1,NA
7:27168000,1,NA
7:27286000,1,NA
7:28096000,1,NA
7:27521000,1,NA
7:27886000,1,NA
7:27896000,1,NA
7:27968000,1,NA
7:27977000,1,NA
7:28004000,1,NA
7:28059000,1,NA
7:3346000,1,NA
7:3378000,1,NA
7:25456000,1,NA
7:25410000,1,NA
7:29530000,1,NA
7:27189000,1,NA
7:29687000,1,NA
7:29806000,1,NA
7:29859000,1,NA
7:30020000,1,NA
7:28098000,1,NA
7:30319000,1,NA
7:30517000,1,NA
7:30656000,1,NA
7:30769000,1,NA
7:3210000,1,NA
7:3231000,1,NA
7:3322000,1,NA
7:28099000,1,NA
7:28097000,1,NA
7:3347000,1,NA
5:30782000,1,NA
5:30780000,1,NA
5:29999000,1,NA
ENSMUSG00000002280,1,Ciao3
ENSMUSG00000002319,1,Ipo4
ENSMUSG00000002320,1,Tm9sf1
ENSMUSG00000002326,1,Gmpr2
ENSMUSG00000002343,1,Armc6
ENSMUSG00000002105,1,Slc39a13
ENSMUSG00000002010,1,Idh3g
ENSMUSG00000003559,1,As3mt
ENSMUSG00000001794,1,Capns1
ENSMUSG00000001750,1,Tcirg1
ENSMUSG00000001767,1,Crnkl1
ENSMUSG00000001768,1,Rin2
ENSMUSG00000001773,1,Folh1
ENSMUSG00000001783,1,Rtcb
ENSMUSG00000001786,1,Fbxo7
ENSMUSG00000001827,1,Folr1
ENSMUSG00000002307,1,Daxx
ENSMUSG00000002052,1,Supt6
ENSMUSG00000001855,1,Nup214
ENSMUSG00000002279,1,Lmf1
ENSMUSG00000005763,1,Cd247
ENSMUSG00000005823,1,Gpr108
ENSMUSG00000005897,1,Nr2c1
ENSMUSG00000006005,1,Tpr
ENSMUSG00000006010,1,Odr4
ENSMUSG00000003746,1,Man1a
ENSMUSG00000003662,1,Ciao1
ENSMUSG00000003660,1,Snrnp200
ENSMUSG00000002250,1,Ppard
ENSMUSG00000002107,1,Celf2
ENSMUSG00000002111,1,Spi1
ENSMUSG00000002147,1,Stat6
ENSMUSG00000002204,1,Napsa
ENSMUSG00000002205,1,Vrk3
ENSMUSG00000002221,1,Paxip1
ENSMUSG00000001948,1,Spa17
ENSMUSG00000001870,1,Ltbp1
ENSMUSG00000006019,1,Dhx34
ENSMUSG00000003484,1,Cyp4f18
ENSMUSG00000003527,1,Ess2
ENSMUSG00000003534,1,Ddr1
ENSMUSG00000003190,1,Bcl2l12
ENSMUSG00000003119,1,Cdk12
ENSMUSG00000003051,1,Elf3
ENSMUSG00000003032,1,Klf4
ENSMUSG00000002983,1,Relb
ENSMUSG00000002963,1,Pnkp
ENSMUSG00000002900,1,Lamb1
ENSMUSG00000002871,1,Tpra1
ENSMUSG00000002847,1,Pla1a
ENSMUSG00000002825,1,Qtrt1
ENSMUSG00000002812,1,Flii
ENSMUSG00000002763,1,Pex6
ENSMUSG00000002733,1,Plekha3
ENSMUSG00000003526,1,Prodh
ENSMUSG00000003437,1,Paf1
ENSMUSG00000001909,1,Trmt1
ENSMUSG00000003429,1,Rps11
ENSMUSG00000001924,1,Uba1
ENSMUSG00000001930,1,Vwf
ENSMUSG00000001943,1,Vsig2
ENSMUSG00000002458,1,Rgs19
ENSMUSG00000002496,1,Tsc2
ENSMUSG00000002504,1,Slc9a3r2
ENSMUSG00000003345,1,Csnk1g2
ENSMUSG00000003199,1,Mpnd
ENSMUSG00000003200,1,Sh3gl1
ENSMUSG00000003226,1,Ranbp2
ENSMUSG00000003234,1,Abcf3
ENSMUSG00000003308,1,Keap1
ENSMUSG00000003344,1,Btbd2
ENSMUSG00000003363,1,Pld3
ENSMUSG00000002546,1,Golga2
ENSMUSG00000005698,1,Ctcf
ENSMUSG00000005682,1,Pan2
ENSMUSG00000002718,1,Cse1l
ENSMUSG00000004896,1,Rrnad1
ENSMUSG00000004947,1,Dtx2
ENSMUSG00000004565,1,Pnpla6
ENSMUSG00000005198,1,Polr2a
ENSMUSG00000005204,1,Senp3
ENSMUSG00000005320,1,Fgfr4
ENSMUSG00000005362,1,Crbn
ENSMUSG00000005370,1,Msh6
ENSMUSG00000005378,1,Bud23
ENSMUSG00000004626,1,Stxbp2
ENSMUSG00000004562,1,Arhgef40
ENSMUSG00000005442,1,Cic
ENSMUSG00000004096,1,Cwc15
ENSMUSG00000003752,1,Itpkc
ENSMUSG00000003809,1,Gcdh
ENSMUSG00000003848,1,Nob1
ENSMUSG00000004929,1,Thop1
ENSMUSG00000004798,1,Ulk2
ENSMUSG00000004043,1,Stat5a
ENSMUSG00000004730,1,Adgre1
8:48278000,1,NA
8:73094000,1,NA
9:113748000,1,NA
8:48121000,1,NA
9:113480000,1,NA
8:92394000,1,NA
9:111318000,1,NA
8:48163000,1,NA
9:111107000,1,NA
8:84396000,1,NA
10:100279000,1,NA
9:21312000,1,NA
ENSMUSG00000004931,1,Apba3
ENSMUSG00000004631,1,Sgce
ENSMUSG00000004661,1,Arid3b
ENSMUSG00000003865,1,Gys1
ENSMUSG00000004069,1,Dnaja3
ENSMUSG00000005621,1,Zfp592
ENSMUSG00000006585,1,Cdt1
ENSMUSG00000006676,1,Usp19
ENSMUSG00000006699,1,Cdc42
ENSMUSG00000006740,1,Kif5b
ENSMUSG00000006958,1,Chrd
ENSMUSG00000007034,1,Slc44a4
ENSMUSG00000007036,1,Abhd16a
ENSMUSG00000006281,1,Tep1
ENSMUSG00000006021,1,Kptn
ENSMUSG00000005510,1,Ndufs3
ENSMUSG00000005656,1,Snx6
ENSMUSG00000005514,1,Por
ENSMUSG00000005533,1,Igf1r
ENSMUSG00000005566,1,Trim28
ENSMUSG00000005609,1,Ctr9
ENSMUSG00000005610,1,Eif4g2
ENSMUSG00000006095,1,Tbcb
ENSMUSG00000006386,1,Tek
ENSMUSG00000004100,1,Ppan
ENSMUSG00000006378,1,Gcat
ENSMUSG00000004561,1,Mettl17
ENSMUSG00000004105,1,Angptl2
ENSMUSG00000004264,1,Phb2
ENSMUSG00000004266,1,Ptpn6
ENSMUSG00000004462,1,Tbccd1
ENSMUSG00000004530,1,Coro1c
ENSMUSG00000004558,1,Ndrg2
ENSMUSG00000005397,1,Nid1
ENSMUSG00000005481,1,Ddx39a
9:21455000,1,NA
ENSMUSG00000006390,1,Elovl1
ENSMUSG00000006289,1,Osgep
ENSMUSG00000006307,1,Kmt2b
ENSMUSG00000006344,1,Ggt5
ENSMUSG00000006369,1,Fbln1
ENSMUSG00000002731,1,Prkra
ENSMUSG00000002625,1,Akap8l
9:113805000,1,NA
ENSMUSG00000007833,1,Aldh16a1
ENSMUSG00000008200,1,Fnbp4
ENSMUSG00000008206,1,Cers4
ENSMUSG00000008333,1,Snrpb2
ENSMUSG00000008398,1,Elk3
ENSMUSG00000008763,1,Man1a2
ENSMUSG00000009640,1,Dmap1
ENSMUSG00000008845,1,Cd163
ENSMUSG00000008855,1,Hdac5
ENSMUSG00000009035,1,Tmem184b
ENSMUSG00000009207,1,Lnpk
ENSMUSG00000009406,1,Elk1
ENSMUSG00000009575,1,Cbx5
ENSMUSG00000012296,1,Tjap1
ENSMUSG00000012535,1,Tnpo3
ENSMUSG00000012609,1,Ttll5
ENSMUSG00000007888,1,Crlf1
ENSMUSG00000008575,1,Nfib
ENSMUSG00000015016,1,Acsf3
ENSMUSG00000015750,1,Aph1a
ENSMUSG00000009905,1,Kdsr
ENSMUSG00000009907,1,Vps4b
ENSMUSG00000010097,1,Nxf1
ENSMUSG00000010453,1,Kansl3
ENSMUSG00000010517,1,Faf1
ENSMUSG00000010936,1,Vac14
ENSMUSG00000009741,1,Ubp1
ENSMUSG00000011096,1,Akt1s1
ENSMUSG00000011158,1,Brf1
ENSMUSG00000011306,1,Sugp1
ENSMUSG00000012076,1,Brms1l
ENSMUSG00000012114,1,Med15
ENSMUSG00000012126,1,Ubxn11
ENSMUSG00000009828,1,Cilk1
ENSMUSG00000009681,1,Bcr
ENSMUSG00000015452,1,Ager
ENSMUSG00000015090,1,Ptgds
ENSMUSG00000010755,1,Cars
ENSMUSG00000014599,1,Csf1
ENSMUSG00000014444,1,Piezo1
ENSMUSG00000014418,1,Hps5
ENSMUSG00000014361,1,Mertk
ENSMUSG00000014355,1,Anapc1
ENSMUSG00000013858,1,Tmem259
ENSMUSG00000013736,1,Trnt1
ENSMUSG00000013663,1,Pten
ENSMUSG00000013629,1,Cad
ENSMUSG00000013495,1,Tmem175
ENSMUSG00000001739,1,Cldn15
ENSMUSG00000001687,1,Ubl3
ENSMUSG00000001674,1,Ddx18
9:55966000,1,NA
9:54819000,1,NA
9:55110000,1,NA
ENSMUSG00000014504,1,Srp19
ENSMUSG00000014668,1,Chfr
ENSMUSG00000015094,1,Npdc1
ENSMUSG00000014763,1,Fam120b
ENSMUSG00000015134,1,Aldh1a3
ENSMUSG00000015165,1,Hnrnpl
ENSMUSG00000015176,1,Nolc1
ENSMUSG00000015468,1,Notch4
ENSMUSG00000013465,1,Nelfb
ENSMUSG00000015474,1,Ppt2
ENSMUSG00000015478,1,Rnf5
ENSMUSG00000015536,1,Mocs2
ENSMUSG00000015605,1,Srf
ENSMUSG00000015656,1,Hspa8
ENSMUSG00000015747,1,Vps45
ENSMUSG00000015013,1,Trappc2l
ENSMUSG00000014980,1,Tsen15
ENSMUSG00000014873,1,Surf2
ENSMUSG00000014767,1,Tbp
ENSMUSG00000009894,1,Snap47
ENSMUSG00000007610,1,Gtpbp3
ENSMUSG00000002603,1,Tgfb1
ENSMUSG00000018433,1,Nol11
ENSMUSG00000017478,1,Zc3h18
ENSMUSG00000015843,1,Rxrg
ENSMUSG00000016382,1,Pls3
ENSMUSG00000015869,1,Prpsap1
ENSMUSG00000015942,1,Gtf2ird2
ENSMUSG00000015971,1,Actr8
ENSMUSG00000016018,1,Mtrex
ENSMUSG00000016206,1,H2-M3
ENSMUSG00000016308,1,Ube2a
ENSMUSG00000016481,1,Cr1l
ENSMUSG00000017453,1,Pipox
ENSMUSG00000016495,1,Plgrkt
ENSMUSG00000016831,1,Tox4
ENSMUSG00000017002,1,Slpi
ENSMUSG00000017210,1,Med24
ENSMUSG00000017677,1,Wsb1
ENSMUSG00000018428,1,Akap1
ENSMUSG00000017390,1,Aldoc
ENSMUSG00000018378,1,Cuedc1
ENSMUSG00000007039,1,Ddah2
ENSMUSG00000007570,1,Fance
ENSMUSG00000007603,1,Dus3l
ENSMUSG00000018169,1,Mfng
ENSMUSG00000017692,1,Rhbdl3
ENSMUSG00000017713,1,Tha1
ENSMUSG00000017721,1,Pigt
ENSMUSG00000017723,1,Wfdc2
ENSMUSG00000017765,1,Slc12a4
ENSMUSG00000018001,1,Cyth3
ENSMUSG00000018322,1,Tomm34
ENSMUSG00000017485,1,Top2b
ENSMUSG00000018326,1,Ywhab
ENSMUSG00000018340,1,Anxa6
ENSMUSG00000018372,1,Cep95
ENSMUSG00000017344,1,Vtn
ENSMUSG00000018541,1,Cwc25
ENSMUSG00000015755,1,Tab2
ENSMUSG00000019433,1,Gipc1
ENSMUSG00000019338,1,Zfp687
ENSMUSG00000019312,1,Grb7
ENSMUSG00000019297,1,Nop9
ENSMUSG00000019278,1,Dpep1
ENSMUSG00000019261,1,Map1s
ENSMUSG00000019254,1,Ppp1r12c
ENSMUSG00000019173,1,Rab5c
ENSMUSG00000019088,1,Dnase1l1
ENSMUSG00000019087,1,Atp6ap1
ENSMUSG00000018921,1,Pelp1
ENSMUSG00000018845,1,Unc45b
ENSMUSG00000018830,1,Myh11
ENSMUSG00000018820,1,Zfyve27
ENSMUSG00000018765,1,Fxr2
ENSMUSG00000015850,1,Adamtsl4
ENSMUSG00000019428,1,Fkbp8
ENSMUSG00000019461,1,Plscr3
ENSMUSG00000018565,1,Elp5
ENSMUSG00000019878,1,Hsf2
ENSMUSG00000018566,1,Slc2a4
ENSMUSG00000019820,1,Utrn
ENSMUSG00000019470,1,Xab2
ENSMUSG00000019478,1,Rab4a
ENSMUSG00000019487,1,Trip10
ENSMUSG00000019718,1,L3hypdh
ENSMUSG00000019761,1,Krt10
ENSMUSG00000019763,1,Rmnd1
ENSMUSG00000019823,1,Mical1
ENSMUSG00000018661,1,Cog1
ENSMUSG00000019842,1,Traf3ip2
ENSMUSG00000019843,1,Fyn
ENSMUSG00000019846,1,Lama4
ENSMUSG00000019854,1,Reps1
ENSMUSG00000019864,1,Rtn4ip1
8:73096000,1,NA
8:91780000,1,NA
9:55121000,1,NA
8:84984000,1,NA
9:15216000,1,NA
9:20380000,1,NA
9:20549000,1,NA
8:35286000,1,NA
8:34460000,1,NA
9:20555000,1,NA
8:3730000,1,NA
9:123908000,1,NA
9:123907000,1,NA
9:20785000,1,NA
8:85701000,1,NA
8:79459000,1,NA
9:123722000,1,NA
9:123618000,1,NA
9:123420000,1,NA
8:83817000,1,NA
9:15227000,1,NA
8:85703000,1,NA
8:85366000,1,NA
8:84935000,1,NA
9:13717000,1,NA
9:13620000,1,NA
8:35288000,1,NA
9:14691000,1,NA
8:35293000,1,NA
8:35855000,1,NA
8:3546000,1,NA
9:18231000,1,NA
9:16942000,1,NA
8:35853000,1,NA
9:20344000,1,NA
9:15653000,1,NA
9:15456000,1,NA
8:3633000,1,NA
9:18234000,1,NA
9:123349000,1,NA
8:83814000,1,NA
9:13292000,1,NA
8:80065000,1,NA
8:84668000,1,NA
9:100982000,1,NA
9:121598000,1,NA
9:107558000,1,NA
8:67342000,1,NA
8:68809000,1,NA
8:69274000,1,NA
9:108324000,1,NA
8:71826000,1,NA
8:69336000,1,NA
8:95508000,1,NA
8:69352000,1,NA
9:108213000,1,NA
8:95741000,1,NA
8:80403000,1,NA
8:85637000,1,NA
8:39618000,1,NA
8:80410000,1,NA
8:85704000,1,NA
8:3990000,1,NA
9:124195000,1,NA
9:20660000,1,NA
9:124202000,1,NA
8:81491000,1,NA
9:13618000,1,NA
8:84726000,1,NA
8:3508000,1,NA
8:81707000,1,NA
8:3506000,1,NA
8:85542000,1,NA
8:85566000,1,NA
9:13242000,1,NA
8:85595000,1,NA
9:20406000,1,NA
9:13718000,1,NA
8:71813000,1,NA
8:34266000,1,NA
9:123219000,1,NA
9:123290000,1,NA
8:86135000,1,NA
8:27765000,1,NA
8:42638000,1,NA
9:123291000,1,NA
8:76125000,1,NA
9:20877000,1,NA
9:121996000,1,NA
9:122895000,1,NA
8:86786000,1,NA
8:78322000,1,NA
8:4187000,1,NA
8:31619000,1,NA
8:3200000,1,NA
9:20985000,1,NA
8:40938000,1,NA
9:121997000,1,NA
8:78389000,1,NA
8:83897000,1,NA
9:20939000,1,NA
8:8716000,1,NA
9:122905000,1,NA
8:86444000,1,NA
8:3203000,1,NA
8:85783000,1,NA
8:33724000,1,NA
9:122986000,1,NA
8:85793000,1,NA
8:85798000,1,NA
8:86224000,1,NA
8:29776000,1,NA
8:40945000,1,NA
9:20818000,1,NA
9:121810000,1,NA
9:21285000,1,NA
8:37035000,1,NA
8:41443000,1,NA
9:21015000,1,NA
9:122680000,1,NA
9:122852000,1,NA
9:122665000,1,NA
9:19560000,1,NA
8:40760000,1,NA
8:74863000,1,NA
8:85397000,1,NA
9:14453000,1,NA
9:14265000,1,NA
8:36683000,1,NA
9:14244000,1,NA
9:13756000,1,NA
8:85403000,1,NA
8:37034000,1,NA
9:21122000,1,NA
9:122677000,1,NA
8:84449000,1,NA
9:121677000,1,NA
8:84658000,1,NA
8:86550000,1,NA
8:84338000,1,NA
8:77970000,1,NA
8:84039000,1,NA
9:121721000,1,NA
9:122004000,1,NA
9:21266000,1,NA
9:122209000,1,NA
9:21265000,1,NA
8:41475000,1,NA
9:122210000,1,NA
8:4257000,1,NA
9:21124000,1,NA
8:34272000,1,NA
9:108178000,1,NA
9:108172000,1,NA
8:47943000,1,NA
8:46280000,1,NA
9:119798000,1,NA
8:73319000,1,NA
8:4335000,1,NA
8:87451000,1,NA
8:73541000,1,NA
8:42699000,1,NA
8:8732000,1,NA
8:87450000,1,NA
8:73320000,1,NA
9:121597000,1,NA
8:4296000,1,NA
9:121585000,1,NA
9:121584000,1,NA
8:4307000,1,NA
8:87567000,1,NA
8:73214000,1,NA
8:73231000,1,NA
8:88983000,1,NA
9:118784000,1,NA
8:4338000,1,NA
8:4339000,1,NA
9:119221000,1,NA
8:45505000,1,NA
8:45509000,1,NA
8:73285000,1,NA
9:119152000,1,NA
8:89753000,1,NA
9:119067000,1,NA
8:73235000,1,NA
8:4572000,1,NA
8:4574000,1,NA
9:118872000,1,NA
8:91542000,1,NA
8:73234000,1,NA
9:121509000,1,NA
8:4306000,1,NA
8:57976000,1,NA
8:94742000,1,NA
9:110069000,1,NA
8:72977000,1,NA
8:72143000,1,NA
9:109905000,1,NA
8:5691000,1,NA
9:108947000,1,NA
8:73075000,1,NA
8:94686000,1,NA
9:116406000,1,NA
8:48005000,1,NA
8:47300000,1,NA
8:47742000,1,NA
9:115916000,1,NA
8:91582000,1,NA
8:91613000,1,NA
8:55513000,1,NA
8:94695000,1,NA
8:89056000,1,NA
9:110138000,1,NA
9:121198000,1,NA
9:102784000,1,NA
8:89473000,1,NA
9:118729000,1,NA
8:46660000,1,NA
9:117894000,1,NA
9:110254000,1,NA
9:111105000,1,NA
9:111103000,1,NA
8:72978000,1,NA
9:111057000,1,NA
9:110728000,1,NA
8:48280000,1,NA
8:5168000,1,NA
9:110453000,1,NA
8:72128000,1,NA
9:108921000,1,NA
8:71365000,1,NA
8:61956000,1,NA
8:95296000,1,NA
9:108627000,1,NA
9:108625000,1,NA
9:108541000,1,NA
8:95301000,1,NA
8:61964000,1,NA
9:108480000,1,NA
8:67159000,1,NA
9:107625000,1,NA
8:69366000,1,NA
8:8731000,1,NA
9:107458000,1,NA
9:106347000,1,NA
9:106106000,1,NA
9:106067000,1,NA
8:71909000,1,NA
9:108674000,1,NA
9:105006000,1,NA
9:108695000,1,NA
8:95826000,1,NA
9:108083000,1,NA
9:108082000,1,NA
8:96100000,1,NA
8:71229000,1,NA
8:95386000,1,NA
9:108341000,1,NA
9:108437000,1,NA
8:72029000,1,NA
8:94794000,1,NA
8:95132000,1,NA
9:108887000,1,NA
8:61833000,1,NA
8:95253000,1,NA
9:108861000,1,NA
9:105565000,1,NA
9:103975000,1,NA
8:61307000,1,NA
9:107443000,1,NA
8:71203000,1,NA
8:70157000,1,NA
8:96174000,1,NA
9:107178000,1,NA
8:71153000,1,NA
9:107132000,1,NA
9:100339000,1,NA
8:96590000,1,NA
8:70361000,1,NA
9:106758000,1,NA
8:70467000,1,NA
8:70598000,1,NA
8:70599000,1,NA
9:106565000,1,NA
8:70601000,1,NA
8:69565000,1,NA
9:107457000,1,NA
9:103923000,1,NA
8:71102000,1,NA
9:100840000,1,NA
9:103242000,1,NA
9:103230000,1,NA
9:100980000,1,NA
8:71073000,1,NA
9:102986000,1,NA
8:70745000,1,NA
8:70746000,1,NA
8:70784000,1,NA
8:70902000,1,NA
9:102966000,1,NA
9:102905000,1,NA
8:70658000,1,NA
8:70636000,1,NA
9:100655000,1,NA
9:55111000,1,NA
9:55126000,1,NA
5:29880000,1,NA
6:145766000,1,NA
6:13581000,1,NA
6:135855000,1,NA
6:13626000,1,NA
6:136587000,1,NA
6:136703000,1,NA
6:137439000,1,NA
6:137454000,1,NA
6:138164000,1,NA
6:135358000,1,NA
6:13869000,1,NA
6:140596000,1,NA
6:141448000,1,NA
6:142307000,1,NA
6:142533000,1,NA
6:143153000,1,NA
6:137728000,1,NA
6:128407000,1,NA
6:135359000,1,NA
6:128334000,1,NA
6:119331000,1,NA
6:119374000,1,NA
6:119390000,1,NA
6:119458000,1,NA
6:119547000,1,NA
6:119548000,1,NA
6:120416000,1,NA
6:122704000,1,NA
6:120437000,1,NA
6:120460000,1,NA
6:120865000,1,NA
6:120869000,1,NA
6:120908000,1,NA
6:122554000,1,NA
6:122675000,1,NA
6:145162000,1,NA
6:134901000,1,NA
6:120177000,1,NA
6:38674000,1,NA
8:27613000,1,NA
6:39389000,1,NA
6:78915000,1,NA
6:7981000,1,NA
6:80210000,1,NA
6:81935000,1,NA
6:82069000,1,NA
6:8236000,1,NA
6:82623000,1,NA
6:82702000,1,NA
6:83095000,1,NA
6:83129000,1,NA
6:83282000,1,NA
6:83317000,1,NA
6:83339000,1,NA
6:39113000,1,NA
6:134692000,1,NA
6:128623000,1,NA
6:134586000,1,NA
6:13086000,1,NA
6:128736000,1,NA
6:128775000,1,NA
6:128816000,1,NA
6:128822000,1,NA
6:129163000,1,NA
6:129341000,1,NA
6:129438000,1,NA
6:13089000,1,NA
6:134835000,1,NA
6:132432000,1,NA
6:133083000,1,NA
6:133084000,1,NA
6:134246000,1,NA
6:134423000,1,NA
6:118564000,1,NA
6:128385000,1,NA
6:83745000,1,NA
6:35942000,1,NA
6:37783000,1,NA
6:38025000,1,NA
6:38282000,1,NA
6:38353000,1,NA
6:35238000,1,NA
6:38489000,1,NA
6:38583000,1,NA
6:38585000,1,NA
6:38591000,1,NA
6:38664000,1,NA
6:38666000,1,NA
6:38668000,1,NA
6:35316000,1,NA
6:34999000,1,NA
6:30450000,1,NA
6:37308000,1,NA
6:35486000,1,NA
6:30454000,1,NA
6:35485000,1,NA
6:147013000,1,NA
6:148256000,1,NA
6:148672000,1,NA
6:17105000,1,NA
6:148743000,1,NA
6:148798000,1,NA
6:148849000,1,NA
6:148889000,1,NA
6:148891000,1,NA
6:149079000,1,NA
6:149236000,1,NA
6:30211000,1,NA
6:30212000,1,NA
6:30213000,1,NA
6:38314000,1,NA
6:3120000,1,NA
6:30751000,1,NA
6:122821000,1,NA
6:123670000,1,NA
6:124486000,1,NA
6:124723000,1,NA
6:124790000,1,NA
6:124818000,1,NA
6:125013000,1,NA
6:125144000,1,NA
6:122825000,1,NA
6:125200000,1,NA
6:125222000,1,NA
6:126795000,1,NA
6:127938000,1,NA
6:128178000,1,NA
6:128290000,1,NA
6:12831000,1,NA
6:12320000,1,NA
6:124485000,1,NA
6:125121000,1,NA
6:30782000,1,NA
6:145806000,1,NA
6:30783000,1,NA
6:30784000,1,NA
6:30932000,1,NA
6:31121000,1,NA
6:31488000,1,NA
6:34854000,1,NA
6:31496000,1,NA
6:32121000,1,NA
6:3372000,1,NA
6:33950000,1,NA
6:34130000,1,NA
6:34132000,1,NA
6:34133000,1,NA
6:146009000,1,NA
6:145910000,1,NA
6:83527000,1,NA
6:85053000,1,NA
6:146503000,1,NA
6:42335000,1,NA
6:42644000,1,NA
6:4541000,1,NA
6:4643000,1,NA
6:47408000,1,NA
6:47756000,1,NA
6:5164000,1,NA
6:52099000,1,NA
6:67262000,1,NA
6:58896000,1,NA
6:56738000,1,NA
6:56754000,1,NA
6:57483000,1,NA
6:57513000,1,NA
6:57666000,1,NA
6:57716000,1,NA
6:42599000,1,NA
6:47883000,1,NA
6:58910000,1,NA
6:42259000,1,NA
6:4946000,1,NA
6:50184000,1,NA
6:51447000,1,NA
6:51566000,1,NA
6:48039000,1,NA
6:47889000,1,NA
6:51834000,1,NA
6:41524000,1,NA
6:39439000,1,NA
6:39580000,1,NA
6:3974000,1,NA
6:4003000,1,NA
6:40378000,1,NA
6:40448000,1,NA
6:4076000,1,NA
6:57729000,1,NA
6:55476000,1,NA
6:48823000,1,NA
6:54680000,1,NA
6:54696000,1,NA
6:5483000,1,NA
6:54866000,1,NA
6:54868000,1,NA
6:54870000,1,NA
6:54872000,1,NA
6:54906000,1,NA
6:118131000,1,NA
6:118084000,1,NA
6:117861000,1,NA
6:117158000,1,NA
5:28620000,1,NA
5:28623000,1,NA
5:29656000,1,NA
5:29879000,1,NA
6:55147000,1,NA
6:54622000,1,NA
6:59188000,1,NA
6:54554000,1,NA
6:6055000,1,NA
6:60965000,1,NA
6:66997000,1,NA
6:66998000,1,NA
6:67183000,1,NA
6:67261000,1,NA
6:55478000,1,NA
6:55474000,1,NA
6:52146000,1,NA
6:54676000,1,NA
6:52149000,1,NA
6:52191000,1,NA
6:52745000,1,NA
6:53792000,1,NA
6:54482000,1,NA
6:4893000,1,NA
6:48720000,1,NA
6:85190000,1,NA
6:72817000,1,NA
6:72934000,1,NA
6:85311000,1,NA
6:85422000,1,NA
6:85822000,1,NA
6:90623000,1,NA
6:88803000,1,NA
6:88804000,1,NA
6:88805000,1,NA
6:89293000,1,NA
6:90359000,1,NA
6:90379000,1,NA
6:90451000,1,NA
6:90636000,1,NA
6:88480000,1,NA
6:90637000,1,NA
6:72869000,1,NA
6:72588000,1,NA
6:90883000,1,NA
6:72587000,1,NA
6:7875000,1,NA
6:76472000,1,NA
6:76432000,1,NA
6:72407000,1,NA
6:71262000,1,NA
6:71486000,1,NA
6:71557000,1,NA
6:71618000,1,NA
6:71955000,1,NA
6:72324000,1,NA
6:72329000,1,NA
6:72409000,1,NA
6:75272000,1,NA
6:72542000,1,NA
6:72584000,1,NA
6:90639000,1,NA
6:91733000,1,NA
6:47942000,1,NA
6:87110000,1,NA
6:87765000,1,NA
6:87795000,1,NA
6:87889000,1,NA
6:70742000,1,NA
6:67490000,1,NA
6:67263000,1,NA
6:48655000,1,NA
6:48392000,1,NA
6:48413000,1,NA
6:48414000,1,NA
6:48500000,1,NA
6:48511000,1,NA
